,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
358,358.0,15752.0,0.9704897206528537,0.0
359,359.0,15796.0,0.9704072897049566,0.0
360,360.0,15840.0,0.9703248587570594,0.0
361,361.0,15884.0,0.9702424278091623,0.0
362,362.0,15928.0,0.9701599968612653,0.0
363,363.0,15972.0,0.9700775659133681,0.0
364,364.0,16016.0,0.9699951349654712,0.0
365,365.0,16060.0,0.9699127040175743,0.0
366,366.0,16104.0,0.9698302730696772,0.0
367,367.0,16148.0,0.9697478421217801,0.0
368,368.0,16192.0,0.9696654111738832,0.0
369,369.0,16236.0,0.9695829802259862,0.0
370,370.0,16280.0,0.9695005492780894,0.0
371,371.0,16324.0,0.9694181183301922,0.0
372,372.0,16368.0,0.9693356873822953,0.0
373,373.0,16412.0,0.9692532564343982,0.0
374,374.0,16456.0,0.969170825486501,0.0
375,375.0,16500.0,0.9690883945386038,0.0
376,376.0,16544.0,0.9690059635907069,0.0
377,377.0,16588.0,0.9689235326428097,0.0
378,378.0,16632.0,0.9688411016949128,0.0
379,379.0,16676.0,0.9687586707470157,0.0
380,380.0,16720.0,0.9686762397991185,0.0
381,381.0,16764.0,0.9685938088512214,0.0
382,382.0,16808.0,0.9685113779033244,0.0
383,383.0,16852.0,0.9684289469554275,0.0
384,384.0,16896.0,0.9683465160075304,0.0
385,385.0,16940.0,0.9682640850596332,0.0
386,386.0,16984.0,0.9681816541117363,0.0
387,387.0,17028.0,0.9680992231638393,0.0
388,388.0,17072.0,0.9680167922159423,0.0
389,389.0,17116.0,0.9679343612680451,0.0
390,390.0,17160.0,0.9678519303201479,0.0
391,391.0,17204.0,0.967769499372251,0.0
392,392.0,17248.0,0.967687068424354,0.0
393,393.0,17292.0,0.967604637476457,0.0
394,394.0,17336.0,0.9675222065285598,0.0
395,395.0,17380.0,0.9674397755806629,0.0
396,396.0,17424.0,0.9673573446327657,0.0
397,397.0,17468.0,0.9672749136848687,0.0
398,398.0,17512.0,0.9671924827369717,0.0
399,399.0,17556.0,0.9671100517890745,0.0
400,400.0,17600.0,0.9670276208411773,0.0
401,401.0,17644.0,0.9669451898932804,0.0
402,402.0,17688.0,0.9668627589453832,0.0
403,403.0,17732.0,0.9667803279974863,0.0
404,404.0,17776.0,0.9666978970495894,0.0
405,405.0,17820.0,0.9666154661016922,0.0
406,406.0,17864.0,0.9665330351537952,0.0
407,407.0,17908.0,0.9664506042058982,0.0
408,408.0,17952.0,0.9663681732580013,0.0
409,409.0,17996.0,0.9662857423101044,0.0
410,410.0,18040.0,0.9662033113622073,0.0
411,411.0,18084.0,0.9661208804143103,0.0
412,412.0,18128.0,0.9660384494664133,0.0
413,413.0,18172.0,0.9659560185185161,0.0
414,414.0,18216.0,0.9658735875706189,0.0
415,415.0,18260.0,0.965791156622722,0.0
416,416.0,18304.0,0.9657087256748248,0.0
417,417.0,18348.0,0.9656262947269278,0.0
418,418.0,18392.0,0.9655438637790308,0.0
419,419.0,18436.0,0.9654614328311336,0.0
420,420.0,18480.0,0.9653790018832364,0.0
421,421.0,18524.0,0.9652965709353395,0.0
422,422.0,18568.0,0.9652141399874425,0.0
423,423.0,18612.0,0.9651317090395455,0.0
424,424.0,18656.0,0.9650492780916485,0.0
425,425.0,18700.0,0.9649668471437514,0.0
426,426.0,18744.0,0.9648844161958544,0.0
427,427.0,18788.0,0.9648019852479573,0.0
428,428.0,18832.0,0.9647195543000602,0.0
